,SHELL ID#,Molding Date,Inspection date,Mold station #,Number of ribs,Mold type,Shell diameter,Tank Type,Resin Type,Total Sprayers Worked,Rework
1777,91010101 B,2023-09-11,2023-09-12,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0318
1778,91010076 C,2023-09-11,2023-09-13,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.15
1779,908221833 A,2023-09-12,2023-09-13,1.0,4.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.58
1780,908221833 A,2023-09-12,2023-09-13,1.0,4.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.19
1781,908221832 B,2023-09-12,2023-09-13,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.11
1782,91010102 A,2023-09-11,2023-09-13,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0111
1783,91010014 D,2023-09-12,2023-09-13,5.0,7.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.61
1784,91010014 B,2023-09-12,2023-09-13,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.0192
1785,91010014 C,2023-09-12,2023-09-13,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.92
1786,91010078 C,2023-09-07,2023-09-13,3.0,3.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.0521
1787,908221777 B,2023-09-13,2023-09-14,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.23
1788,91010191 A,2023-09-13,2023-09-14,5.0,6.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.11
1789,908221809 B,2023-09-13,2023-09-14,1.0,4.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1790,91010137 B,2023-09-13,2023-09-14,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.16
1791,908221777 A,2023-09-13,2023-09-14,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,AOC RESIN,1,0.21
1792,908221809 A,2023-09-13,2023-09-14,1.0,4.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1793,91010013 A,2023-09-05,2023-09-14,5.0,16.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.66
1794,91010137 A,2023-09-12,2023-09-14,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.07400000000000001
1795,908221810 A,2023-09-14,2023-09-14,1.0,6.0,02-Steel,8.0,02-SW-UL/ULC,08- NSF RESIN ,1,0.3
1796,908221810 B,2023-09-14,2023-09-15,1.0,6.0,02-Steel,8.0,02-SW-UL/ULC,08- NSF RESIN ,1,0.0
1797,91010013 C,2023-09-06,2023-09-15,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.26
1798,91010013 C,2023-09-11,2023-09-15,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0155
1799,91010189 C,2023-09-13,2023-09-15,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.15
1800,91010013B,2023-08-05,2023-09-15,5.0,16.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.11
1801,91010189A,2023-09-13,2023-09-15,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.81
1802,91010189 B,2023-09-14,2023-09-18,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,2,0.59
1803,91010190 C,2023-09-14,2023-09-18,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.15
1804,91010014 A,2023-09-09,2023-09-18,,10.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,0,0.71
1805,91010190 A,2023-09-07,2023-09-18,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,2,0.3
1806,908221834 A,2023-09-14,2023-09-18,1.0,4.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.97
1807,91010196 B,2023-09-11,2023-09-18,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.95
1808,91010196 A,2023-09-14,2023-09-18,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.52
1809,908221834 B,2023-09-11,2023-09-18,1.0,4.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0194
1810,91010191 B,2023-09-11,2023-09-19,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.018799999999999997
1811,908221834 C,2023-09-18,2023-09-19,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1812,91007900623 A,2023-09-14,2023-09-19,5.0,14.0,02-Steel,10.0,01-SW-Non UL,AOC RESIN,1,0.37
1813,91010183 A,2023-09-15,2023-09-19,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.25
1814,91010101 A,2023-09-01,2023-09-19,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.89
1815,91010190 B,2023-09-14,2023-09-19,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.0836
1816,910079090623 B,2023-09-14,2023-09-19,5.0,13.0,02-Steel,10.0,01-SW-Non UL,AOC RESIN,1,0.72
1817,91010003 A,2023-09-15,2023-09-19,4.0,11.0,02-Steel,10.0,01-SW-Non UL,09- DION 490-28 SUMMER,1,0.44
1818,91010003 B,2023-09-15,2023-09-19,2.0,11.0,02-Steel,10.0,01-SW-Non UL,09- DION 490-28 SUMMER,1,0.0222
1819,91010003 C,2023-09-15,2023-09-19,5.0,11.0,02-Steel,10.0,01-SW-Non UL,09- DION 490-28 SUMMER,1,0.0
1820,91010198 B,2023-09-18,2023-09-19,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.37
1821,91010198 A,2023-09-18,2023-09-19,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.52
1822,908221776 B,2023-09-18,2023-09-19,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.57
1823,90406091223 B,2023-09-18,2023-09-19,,1.0,02-Steel,4.0,01-SW-Non UL,09- DION 490-28 SUMMER,1,0.0
1824,90406091223 A,2023-09-18,2023-09-19,,1.0,02-Steel,4.0,01-SW-Non UL,09- DION 490-28 SUMMER,1,0.0
1825,91010198 C,2023-09-18,2023-09-20,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.44
1826,908221776A,2023-09-18,2023-09-20,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.31
1827,91010193 A,2023-09-19,2023-09-20,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.15
1828,904061091223C,2023-09-19,2023-09-20,,2.0,02-Steel,4.0,01-SW-Non UL,09- DION 490-28 SUMMER,1,0.02
1829,904061091223D,2023-09-19,2023-09-20,,2.0,02-Steel,4.0,01-SW-Non UL,09- DION 490-28 SUMMER,1,0.02
1830,908221904 B,2023-09-19,2023-09-20,1.0,6.0,02-Steel,8.0,01-SW-Non UL,09- DION 490-28 SUMMER,1,0.0
1831,908221913 A,2023-09-20,2023-09-20,1.0,8.0,02-Steel,8.0,01-SW-Non UL,09- DION 490-28 SUMMER,1,0.0
1832,908221904 A,2023-09-20,2023-09-20,1.0,6.0,02-Steel,8.0,01-SW-Non UL,09- DION 490-28 SUMMER,1,0.3
1833,91010193 B,2023-09-19,2023-09-20,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.0365
1834,91010183 B,2023-09-18,2023-09-20,2.0,6.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.10550000000000001
1835,91008473 A,2023-09-20,2023-09-21,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.28
1836,91010194B,2023-09-20,2023-09-21,5.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.16
1837,91008473 B,2023-09-20,2023-09-21,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.5
1838,91008473 C,2023-09-20,2023-09-21,2.0,7.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.2
1839,91010199 B,2023-09-20,2023-09-21,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.0
1840,91010199 C,2023-09-20,2023-09-21,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.37
1841,91010194A,2023-09-20,2023-09-21,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,2,0.59
1842,91008472 B,2023-09-20,2023-09-21,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0199
1843,91010195 A,,2023-09-22,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.07
1844,91010199 A,,2023-09-22,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.67
1845,91010197 B,2023-09-20,2023-09-22,5.0,10.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.32
1846,91010183 C,2023-09-18,2023-09-22,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0291
1847,91010197 A,2023-09-18,2023-09-22,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.67
1848,908221886 A,2023-09-21,2023-09-22,1.0,8.0,02-Steel,8.0,05-DW-UL/ULC,AOC RESIN,1,0.12
1849,908221886 B,2023-09-21,2023-09-22,1.0,7.0,02-Steel,8.0,05-DW-UL/ULC,AOC RESIN,1,0.14
1850,908221913 B,2023-09-20,2023-09-25,1.0,7.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1851,91010202 B,2023-09-20,2023-09-25,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.34
1852,91010252C,2023-09-21,2023-09-25,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.22
1853,91010202 A,2023-09-21,2023-09-25,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.4
1854,91010252 A,2023-09-21,2023-09-25,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,2,0.37
1855,91010201 B,2023-09-21,2023-09-25,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.0
1856,91010252 B,2023-09-21,2023-09-25,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.44
1857,91010201 A,2023-09-22,2023-09-25,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.3
1858,91010201 C,2023-09-22,2023-09-25,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.3
1859,91008472 A,2023-09-19,2023-09-26,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.44
1860,908221885A,2023-09-22,2023-09-26,1.0,3.0,02-Steel,8.0,05-DW-UL/ULC,AOC RESIN,1,0.91
1861,91010195 B,2023-09-19,2023-09-26,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.71
1862,91010318 A,2023-09-25,2023-09-26,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.28
1863,908221885A,2023-09-25,2023-09-26,1.0,3.0,02-Steel,8.0,05-DW-UL/ULC,AOC RESIN,1,0.0113
1864,908221885 C,2023-09-26,2023-09-26,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,AOC RESIN,1,0.45
1865,91010318 B,2023-09-25,2023-09-26,3.0,4.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.28
1866,91010318 C,2023-09-25,2023-09-26,5.0,9.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.17
1867,91010300 A,2023-09-25,2023-09-26,3.0,6.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.22
1868,91010300 B,2023-09-25,2023-09-26,5.0,5.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.63
1869,910080090823 C,2023-09-25,2023-09-26,5.0,8.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.56
1870,91009870 C,2023-09-25,2023-09-26,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.69
1871,91010200 B,2023-09-21,2023-09-26,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.44
1872,910080090823 B,2023-09-26,2023-09-27,5.0,14.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1873,91009870 A,2023-09-26,2023-09-27,3.0,4.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.28
1874,910081091523 B,2023-09-26,2023-09-27,3.0,4.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1875,91009870 B,2023-09-26,2023-09-27,4.0,3.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.81
1876,908221919 A,2023-09-26,2023-09-27,1.0,3.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1877,91010200 A,2023-09-26,2023-09-27,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.15
1878,908221919 B,2023-09-26,2023-09-27,1.0,5.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.34
1879,91010200 C,2023-09-21,2023-09-27,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.59
1880,91010301 B,2023-09-26,2023-09-27,2.0,5.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.88
1881,91010301 A,2023-09-26,2023-09-27,2.0,6.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0101
1882,91009869 C,2023-09-26,2023-09-27,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0111
1883,910081091523 A,2023-09-26,2023-09-27,2.0,3.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0147
1884,91009869A,2023-09-27,2023-09-28,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.16
1885,91009869 B,2023-09-26,2023-09-28,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.52
1886,908221920 A,2023-09-27,2023-09-28,1.0,3.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1887,908221920 B,2023-09-27,2023-09-28,1.0,5.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1888,91010352 B,2023-09-27,2023-09-28,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.16
1889,908221914 A,2023-09-26,2023-09-28,1.0,8.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.25
1890,91010353 A,2023-09-27,2023-09-28,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.22
1891,91010353 B,2023-09-27,2023-09-28,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.24
1892,908221914 B,2023-09-26,2023-09-28,1.0,7.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.82
1893,91010354 A,2023-09-27,2023-09-28,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1894,910080090823 A,2023-09-26,2023-09-28,2.0,14.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1895,91010354 C,2023-09-28,2023-09-29,3.0,9.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1896,91010365 B,,2023-09-29,2.0,10.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1897,91010364 A,2023-09-29,2023-10-02,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.15
1898,91010365 A,2023-09-28,2023-10-02,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.3
1899,91010354 B,2023-09-28,2023-10-02,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.34
1900,91010318 D,2023-09-28,2023-10-02,,9.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,0,0.69
1901,91010364 B,2023-09-28,2023-10-02,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.64
1902,91010370 B,2023-09-29,2023-10-02,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.22
1903,91010370 C,2023-09-30,2023-10-02,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.3
1904,91010370 A,2023-09-29,2023-10-02,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.37
1905,91010371 A,2023-09-29,2023-10-02,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.4
1906,91010271 B,2023-09-29,2023-10-02,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.44
1907,91010271 A,2023-09-29,2023-10-02,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.52
1908,91010366 B,2023-10-03,2023-10-03,5.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.16
1909,908221902 A,2023-10-03,2023-10-03,1.0,8.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1910,91010371 B,2023-09-29,2023-10-03,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.26
1911,91010366 A,2023-09-30,2023-10-03,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.15
1912,908221902 B,2023-10-02,2023-10-03,1.0,7.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.14
1913,91010367 B,2023-10-02,2023-10-03,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.16
1914,908221903 A,2023-10-02,2023-10-03,1.0,8.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.25
1915,908221903 B,2023-10-03,2023-10-03,1.0,7.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.27
1916,91010319 A,2023-10-03,2023-10-03,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.011200000000000002
1917,91010367 A,2023-10-02,2023-10-03,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.0104
1918,91010319 C,2023-10-02,2023-10-04,5.0,3.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.33
1919,91010319 D,2023-10-02,2023-10-04,5.0,9.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.17
1920,908221928 B,2023-09-28,2023-10-04,1.0,7.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.27
1921,91010368 A,2023-10-03,2023-10-04,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.44
1922,91010372 B,2023-10-03,2023-10-04,2.0,4.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.85
1923,91010096 B,2023-10-03,2023-10-04,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.48
1924,91010368 B,2023-10-03,2023-10-04,3.0,3.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.013000000000000001
1925,91010319 B,2023-10-03,2023-10-04,3.0,8.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.011200000000000002
1926,908221928 A,2023-09-28,2023-10-05,1.0,7.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1927,908221945 B,2023-10-04,2023-10-05,1.0,6.0,02-Steel,8.0,05-DW-UL/ULC,AOC RESIN,1,0.3
1928,90822945 A,2023-10-04,2023-10-05,1.0,7.0,02-Steel,8.0,05-DW-UL/ULC,AOC RESIN,2,0.27
1929,91010096 A,2023-10-03,2023-10-05,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.59
1930,91010372 A,2023-10-03,2023-10-05,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.75
1931,91010095B,2023-10-04,2023-10-05,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.16
1932,91010352 A,2023-10-03,2023-10-05,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.37
1933,91010439 A,2023-10-04,2023-10-05,2.0,7.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.1
1934,91010095 A,2023-10-04,2023-10-06,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.59
1935,91010369 B,2023-10-04,2023-10-06,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.07
1936,91010369 C,2023-10-04,2023-10-06,,11.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.15
1937,908221901 A,2023-10-05,2023-10-06,1.0,8.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.12
1938,91010439 B,2023-10-05,2023-10-10,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.2
1939,908221901 B,2023-10-05,2023-10-10,1.0,7.0,02-Steel,8.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.41
1940,91010438 B,2023-10-05,2023-10-10,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.2
1941,91010438 A,2023-10-05,2023-10-10,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.2
1942,91010438 C,2023-10-05,2023-10-10,5.0,9.0,02-Steel,10.0,05-DW-UL/ULC,AOC RESIN,1,0.26
1943,91010388 B,2023-10-06,2023-10-10,2.0,9.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1944,91010387 B,2023-10-06,2023-10-10,5.0,14.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1945,91010388 A,2023-10-06,2023-10-10,3.0,9.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1946,91010387 C,2023-10-06,2023-10-10,3.0,8.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1947,91010369 A,2023-10-05,2023-10-10,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.0111
1948,908221926 A,2023-10-05,2023-10-11,1.0,5.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1949,908221926 B,2023-10-05,2023-10-11,1.0,4.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1950,910080090824 A,2023-09-27,2023-10-11,5.0,14.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1951,910080090824 B,,2023-10-11,5.0,14.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1952,910080090824 C,2023-09-28,2023-10-11,5.0,8.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,2,0.0
1953,908221953 A,2023-10-08,2023-10-11,1.0,6.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1954,908221953 B,2023-10-08,2023-10-11,1.0,6.0,02-Steel,8.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.0
1955,91010203 A,2023-10-06,2023-10-11,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.1002
1956,91010203 B,2023-10-10,2023-10-11,3.0,4.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.28
1957,91010439 C,2023-10-04,2023-10-11,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.34
1958,91010417 B,2023-10-05,2023-10-12,3.0,6.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.22
1959,91010417 A,2023-10-10,2023-10-12,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.25
1960,91010386 A,2023-10-10,2023-10-12,5.0,14.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,0,0.12
1961,91010386 B,2023-10-10,2023-10-12,5.0,14.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,0,0.12
1962,91010386 C,2023-10-10,2023-10-12,,8.0,02-Steel,10.0,02-SW-UL/ULC,09- DION 490-28 SUMMER,1,0.19
1963,91010420 B,2023-10-10,2023-10-12,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.24
1964,91010420 A,2023-10-10,2023-10-12,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.89
1965,91010417 C,2023-10-11,2023-10-12,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.68
1966,91010422 B,2023-10-11,2023-10-12,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.33
1967,91010418 B,2023-10-10,2023-10-13,3.0,6.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.22
1968,91010368 C,2023-03-10,2023-10-13,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,2,0.0444
1969,91010418 A,2023-10-11,2023-10-13,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.25
1970,91010422 A,2023-10-11,2023-10-16,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,09- DION 490-28 SUMMER,1,0.2
