,SHELL ID#,Molding Date,Inspection date,Mold station #,Number of ribs,Mold type,Shell diameter,Tank Type,Resin Type,Total Sprayers Worked,Rework
0,91007504 A,2022-12-20,2023-01-04,2.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.11
1,91007504 B,2022-12-20,2023-01-04,3.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,0,0.11
2,91007504 C,2022-12-20,2023-01-04,5.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,0,0.17
3,91007503 B,2022-12-19,2023-01-04,3.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
4,91007502 B,2022-12-21,2023-01-04,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.4
5,91007503 C,2022-12-17,2023-01-04,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.43
6,908221130 A,,2023-01-04,,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,0,0.0
7,91007502 A,2022-12-21,2023-01-04,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.32
8,91007493 A,2022-12-20,2023-01-05,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0762
9,91007493 B,2022-12-20,2023-01-05,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.24
10,908221129 B,2022-12-20,2023-01-05,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.57
11,91007484 A,2022-12-15,2023-01-05,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.16
12,908221129 A,2022-12-20,2023-01-05,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.94
13,91007484 B,2022-12-20,2023-01-05,2.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.56
14,908221153 A,2022-12-12,2023-01-05,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
15,908221153 B,2022-12-12,2023-01-05,2.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
16,91007477 C,2022-12-15,2023-01-05,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.2
17,91007484 C,2022-12-15,2023-01-06,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.51
18,91007170 B,2022-12-16,2023-01-06,5.0,15.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.12
19,91007600 C,2022-12-16,2023-01-06,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.13
20,91007505 B,2023-01-04,2023-01-06,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.13
21,91007505 A,2023-01-05,2023-01-06,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.11
22,91007600 A,2023-01-04,2023-01-07,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.07
23,91007170 A,2023-01-04,2023-01-07,5.0,15.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.29
24,908221154 B,2022-12-07,2023-01-07,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.31
25,91007484 D,2022-12-15,2023-01-07,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.92
26,90822154 A,2022-12-14,2023-01-07,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.49
27,91007485 C,2022-12-14,2023-01-07,1.0,2.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
28,91007485 D,2022-12-17,2023-01-07,5.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.17
29,91007548 A,2023-01-05,2023-01-07,5.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
30,91007485 A,2022-12-17,2023-01-08,2.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.11
31,91007603 B,2023-01-06,2023-01-08,3.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.11
32,91007603 A,2023-01-06,2023-01-08,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.13
33,91007548 B,2023-01-06,2023-01-08,5.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
34,91007485 B,2022-12-17,2023-01-08,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.13
35,91007600 B,2023-01-05,2023-01-08,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.59
36,91007485 E,2022-12-17,2023-01-08,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.77
37,91007547 A,2023-01-07,2023-01-08,5.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.08
38,91007547 C,2023-01-06,2023-01-08,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.09
39,91007604 A,2023-01-06,2023-01-09,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
40,91007632 A,2023-01-06,2023-01-09,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.22
41,91007632 B,2023-01-06,2023-01-09,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.71
42,91007603 C,2022-12-19,2023-01-09,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.86
43,91007604 B,2023-01-05,2023-01-09,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.71
44,91007547 B,2023-01-03,2023-01-09,2.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.79
45,91007506 A,2023-01-08,2023-01-09,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
46,908221159 B,2023-01-07,2023-01-09,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
47,91007506 B,2023-01-08,2023-01-09,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
48,91007611 B,2023-01-05,2023-01-09,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.48
49,91007611 A,2023-01-05,2023-01-10,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.67
50,91007633 B,2023-01-05,2023-01-10,5.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.45
51,91007127 B,2023-01-05,2023-01-10,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.18
52,91007633C,2023-01-08,2023-01-10,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.34
53,91007127 A,2023-01-05,2023-01-10,5.0,15.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.35
54,91007551 A,2023-01-09,2023-01-11,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.63
55,908221159 A,2023-01-10,2023-01-11,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.49
56,91007551 B,2023-01-10,2023-01-11,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.45
57,91007748 B,2023-01-10,2023-01-11,5.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
58,91007551 C,2022-12-19,2023-01-11,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.34
59,908061101427 B,2023-01-11,2023-01-11,,0.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
60,91007748 A,2023-01-09,2023-01-11,3.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.65
61,91007748 C,2023-01-10,2023-01-11,4.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.84
62,908061101427 A,2023-01-09,2023-01-11,,0.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
63,91007748 D,2023-01-09,2023-01-11,3.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
64,91007718 B,2023-01-09,2023-01-11,5.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.48
65,91007129 A,2023-01-09,2023-01-12,5.0,15.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
66,91007129 B,2023-01-10,2023-01-12,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.31
67,91007718 A,2023-01-09,2023-01-12,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
68,91007552 B,2023-01-09,2023-01-12,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.24
69,91007552 A,2023-01-11,2023-01-12,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
70,908221121 B,2023-01-11,2023-01-12,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
71,91007610 B,2023-01-12,2023-01-13,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
72,91007572 B,2023-01-09,2023-01-13,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.71
73,91007610 A,2023-01-11,2023-01-13,2.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.63
74,908221121 A,2023-01-10,2023-01-13,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
75,91007610 C,2023-01-10,2023-01-13,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.43
76,91007573 B,2023-01-11,2023-01-14,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.13
77,91007572 C,2023-01-12,2023-01-14,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.6
78,91007573A,2023-01-11,2023-01-14,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.25
79,9082211558 A,2023-01-11,2023-01-14,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.19
80,908221158 B,2023-01-11,2023-01-15,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.31
81,91007633 A,2023-01-07,2023-01-15,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0113
82,91007719 A,2023-01-13,2023-01-15,4.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
83,91007719 B,2023-01-13,2023-01-15,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
84,91007572 D,2023-01-12,2023-01-15,5.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.09
85,91007572 A,2023-01-07,2023-01-15,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.28
86,91007677 B,2023-01-12,2023-01-16,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.16
87,908221157 B,2023-01-06,2023-01-16,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
88,908221157 A,2023-01-05,2023-01-16,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
89,91007719 C,2023-01-13,2023-01-16,2.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.19
90,91007507 A,2023-01-13,2023-01-16,,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
91,91007507 B,2023-01-13,2023-01-16,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
92,91007507 C,2023-01-13,2023-01-16,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.51
93,908221135 B,2023-01-12,2023-01-17,1.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.26
94,91007759 A,2023-01-11,2023-01-17,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.74
95,908221231 B,2023-01-14,2023-01-17,1.0,6.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.3
96,908221136 B,2023-01-12,2023-01-17,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.23
97,908221135 A,2023-01-13,2023-01-17,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.73
98,908221136 A,2023-01-13,2023-01-17,2.0,8.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.99
99,908221231 A,,2023-01-17,,6.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.45
100,91007462 A,2023-01-14,2023-01-17,2.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.81
101,91007678 B,2023-01-16,2023-01-17,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
102,91007678 A,2023-01-16,2023-01-17,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.44
103,91007463 A,2023-01-17,2023-01-17,5.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.1
104,908221231 C,2023-01-14,2023-01-17,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.21
105,91007463 C,2023-01-14,2023-01-17,3.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.45
106,91007759 B,2023-01-14,2023-01-18,5.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0318
107,91007462 C,2023-01-16,2023-01-18,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.69
108,91007702 D,2023-01-17,2023-01-18,2.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.51
109,91007831 A,2023-01-17,2023-01-18,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
110,91007677 A,2023-01-12,2023-01-18,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.67
111,91007702 C,2023-01-15,2023-01-18,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.51
112,91007834 A,2023-01-17,2023-01-18,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.64
113,91007834 B,2023-01-16,2023-01-19,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.07
114,91007834 C,2023-01-16,2023-01-19,4.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.09
115,908221233 A,2023-01-15,2023-01-19,1.0,5.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.85
116,91007464 B,2023-01-18,2023-01-19,4.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.67
117,91007831 B,2023-01-18,2023-01-19,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.56
118,908221233 B,2023-01-16,2023-01-19,1.0,4.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.97
119,91007702 B,2023-01-15,2023-01-19,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.48
120,91007464 A,2023-01-18,2023-01-19,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.51
121,91007132 B,2023-01-17,2023-01-19,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.18
122,91007464 C,2023-01-18,2023-01-19,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.69
123,91007463 B,2023-01-15,2023-01-19,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.81
124,91007132 A,2023-01-18,2023-01-20,1.0,15.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
125,91007571 B,2023-01-17,2023-01-20,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
126,91007465 C,2023-01-13,2023-01-20,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
127,91007465 B,2023-01-13,2023-01-20,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
128,91007571 A,2023-01-17,2023-01-20,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.06
129,91007465 A,2023-01-19,2023-01-20,2.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.61
130,908221211 B,2023-01-19,2023-01-20,1.0,6.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
131,91007702 A,2023-01-17,2023-01-20,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.67
132,908221211 C,2023-01-18,2023-01-20,1.0,2.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
133,91007462 B,2023-01-18,2023-01-20,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
134,908221211 A,2023-01-18,2023-01-20,1.0,6.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
135,908221232 A,2023-01-16,2023-01-21,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.78
136,908221232 B,2023-01-12,2023-01-21,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.73
137,908221211 D,2023-01-19,2023-01-21,1.0,11.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.68
138,91007466 A,2023-01-20,2023-01-21,5.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.51
139,908061101429 A,2023-01-11,2023-01-21,6.0,1.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.68
140,908061101429 A,2023-01-11,2023-01-21,6.0,1.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.34
141,91007466 C,2023-01-19,2023-01-21,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.17
142,91007842 A,2023-01-20,2023-01-22,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
143,91007842B,2023-01-19,2023-01-22,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.13
144,91007842 C,2023-01-19,2023-01-22,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.09
145,908221210 B,2023-01-21,2023-01-22,1.0,5.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
146,908221210 C,2023-01-21,2023-01-22,5.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
147,91007842 D,2023-01-19,2023-01-22,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.09
148,91007467 B,2023-01-19,2023-01-23,5.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
149,91007467 A,2023-01-19,2023-01-23,5.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.31
150,91007468 C,2023-01-22,2023-01-23,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
151,91007467 C,2023-01-22,2023-01-23,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
152,91007468 A,2023-01-21,2023-01-23,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
153,91007468 B,2023-01-21,2023-01-23,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
154,91007843 B,2023-01-16,2023-01-24,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.13
155,91007466 B,2023-01-13,2023-01-24,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.048799999999999996
156,91007897 C,2023-01-19,2023-01-24,5.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.63
157,91007897 B,2023-01-19,2023-01-24,5.0,2.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.54
158,91007897 D,2023-01-18,2023-01-24,3.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.34
159,91007897 A,2023-01-18,2023-01-24,2.0,4.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
160,91007742 D,2023-01-23,2023-01-24,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.15
161,91007469 A ,2023-01-23,2023-01-24,4.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
162,91007469 B,2023-01-22,2023-01-24,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
163,91007469 C,2023-01-21,2023-01-24,2.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.09
164,908221210 A,2023-01-24,2023-01-25,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0115
165,908221200 A,2023-01-21,2023-01-25,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.73
166,908221200 B,2023-01-21,2023-01-25,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.57
167,91007933 A,2023-01-24,2023-01-25,2.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
168,91007933 B,2023-01-24,2023-01-25,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.4
169,91007848 A,2023-01-24,2023-01-25,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.12
170,91007848 B,2023-01-24,2023-01-25,5.0,13.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
171,91007769 B,2023-01-23,2023-01-25,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.07
172,91007769 C,2023-01-23,2023-01-25,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.59
173,91007843 A,2023-01-21,2023-01-25,5.0,14.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.55
174,91007769 A,2023-01-23,2023-01-25,4.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,0,0.44
175,91007742 A,2023-01-24,2023-01-26,3.0,7.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.2
176,91007742 B,2023-01-22,2023-01-26,5.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.34
177,91007742 C,2023-01-22,2023-01-26,2.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.71
178,91007864 B,2023-01-24,2023-01-26,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.4
179,91007847 A,2023-01-22,2023-01-26,4.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.32
180,91007864 A,2023-01-25,2023-01-26,3.0,11.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.37
181,908221201 B,2023-01-23,2023-01-26,1.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
182,908221201 A,2023-01-20,2023-01-26,1.0,10.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
183,91007847 C,2023-01-23,2023-01-26,3.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.32
184,91007833 A,2023-01-26,2023-01-27,3.0,5.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
185,91007847 D,2023-01-26,2023-01-27,2.0,10.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.4
186,91007833 B,2023-01-26,2023-01-27,2.0,6.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.11
187,91007761 A,2023-01-26,2023-01-27,4.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
188,91007833 C,2023-01-23,2023-01-27,3.0,9.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
189,91007761 B,2023-01-23,2023-01-27,2.0,8.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.37
190,91007761 C,2023-01-23,2023-01-27,2.0,2.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,2,0.0
191,91007761 D,2023-01-23,2023-01-27,5.0,9.0,02-Steel,8.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.0
192,91007763 B,2023-01-23,2023-01-28,4.0,4.0,02-Steel,10.0,05-DW-UL/ULC,10-DION 490-27 WINTER,1,0.14
